yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2022,bir_kontenjana_talip_olan_aday_sayisi_2023,bir_kontenjana_talip_olan_aday_sayisi_2024,ilk_uc_sirada_tercih_eden_sayisi_2022,ilk_uc_sirada_tercih_eden_sayisi_2023,ilk_uc_sirada_tercih_eden_sayisi_2024,ilk_uc_sirada_tercih_eden_orani_2022,ilk_uc_sirada_tercih_eden_orani_2023,ilk_uc_sirada_tercih_eden_orani_2024,ilk_uc_tercih_olarak_yerlesen_sayisi_2022,ilk_uc_tercih_olarak_yerlesen_sayisi_2023,ilk_uc_tercih_olarak_yerlesen_sayisi_2024,ilk_uc_tercih_olarak_yerlesen_orani_2022,ilk_uc_tercih_olarak_yerlesen_orani_2023,ilk_uc_tercih_olarak_yerlesen_orani_2024
200110053,"28,3","20,8","38,6",102.0,76.0,193.0,"30,1","28,1","31,2",5.0,5.0,8.0,"41,7","41,7","50,0"
200110071,"7,5","39,5","31,6",219.0,212.0,163.0,"73,2","67,1","64,4",40.0,7.0,8.0,"100,0","100,0","100,0"
200110114,"13,2","9,1","5,2",109.0,76.0,64.0,"19,6","19,9","29,2",18.0,28.0,40.0,"42,9","66,7","95,2"
200110123,"38,8","33,2","26,7",77.0,66.0,64.0,"22,1","19,9","24,0",2.0,3.0,4.0,"22,2","30,0","40,0"
200110141,"31,1","25,8","32,5",87.0,99.0,64.0,"31,1","38,4","32,8",5.0,7.0,3.0,"55,6","77,8","60,0"
200110159,"10,7","10,8","12,5",158.0,199.0,383.0,"21,6","27,1","35,9",41.0,46.0,60.0,"60,3","67,6","70,6"
200110168,"9,2","5,8","7,1",131.0,83.0,71.0,"27,9","28,2","32,3",28.0,38.0,24.0,"54,9","76,0","77,4"
200110177,"7,3","7,2","7,4",32.0,52.0,57.0,"20,9","28,7","25,7",12.0,21.0,22.0,"57,1","84,0","73,3"
200110265,"6,8","3,2","15,9",22.0,29.0,12.0,"11,1","18,2","10,8",11.0,17.0,3.0,"37,9","70,8","42,9"
200110274,"39,4","16,7","27,1",91.0,59.0,108.0,"28,9","35,3","39,9",4.0,8.0,4.0,"50,0","88,9","44,4"
200110283,,,"12,1",,,134.0,,,"25,8",,,17.0,,,"39,5"
200190026,"25,8","13,5","14,8",19.0,9.0,15.0,"18,4","16,7","25,4",3.0,0.0,1.0,"75,0",,"33,3"
200190027,"7,5","8,5","2,6",25.0,32.0,15.0,"20,8","22,2","29,4",4.0,11.0,8.0,"25,0","64,7","72,7"
200190040,"29,2","21,4","14,3",74.0,31.0,44.0,"28,1","16,1","34,1",8.0,5.0,7.0,"88,9","55,6","77,8"
200190050,"7,0","5,1","3,4",54.0,45.0,26.0,"18,5","21,0","18,3",15.0,22.0,14.0,"35,7","52,4","82,4"
200190051,"33,0","26,6","18,0",57.0,64.0,32.0,"19,2","24,1","17,8",0.0,6.0,6.0,,"66,7","66,7"
200190052,"20,7","14,1","13,7",39.0,23.0,28.0,"21,0","18,1","22,8",7.0,5.0,8.0,"77,8","55,6","88,9"
200190053,"17,1","18,6","23,1",47.0,62.0,110.0,"30,5","33,3","31,8",3.0,4.0,2.0,"33,3","44,4","15,4"
200190054,"6,5","7,1","14,8",146.0,187.0,629.0,"44,4","51,7","55,9",38.0,37.0,35.0,"74,5","72,5","46,1"
200190056,"27,0","15,4","19,7",100.0,70.0,40.0,"41,2","45,5","33,9",4.0,9.0,1.0,"44,4","100,0","20,0"
200190057,"6,2","4,2","5,7",99.0,65.0,54.0,"31,5","30,5","30,7",33.0,40.0,27.0,"64,7","83,3","87,1"
200190095,"79,5","31,6","17,6",213.0,43.0,32.0,"26,8","13,6","18,2",1.0,3.0,2.0,"10,0","30,0","22,2"
200190102,"8,1","5,9","3,6",81.0,66.0,35.0,"19,9","22,0","19,2",17.0,30.0,27.0,"34,0","58,8","69,2"
200190109,"50,6","11,1","48,2",67.0,27.0,43.0,"26,5","34,6","14,9",3.0,4.0,3.0,"60,0","66,7","60,0"
200190116,"3,2","2,7","2,5",10.0,22.0,22.0,"10,1","24,2","28,9",9.0,12.0,15.0,"30,0","57,1","83,3"
200190123,"62,1","16,2","19,0",143.0,52.0,67.0,"32,9","35,6","35,3",5.0,5.0,8.0,"71,4","55,6","80,0"
200190130,"7,9","5,2","3,9",95.0,84.0,58.0,"27,9","34,6","29,4",14.0,36.0,31.0,"32,6","76,6","60,8"
200190137,"17,2","11,1","9,1",92.0,78.0,110.0,"21,4","20,7","32,5",18.0,24.0,17.0,"72,0","70,6","45,9"
200190144,,"4,9","4,3",,94.0,82.0,,"56,6","45,1",,31.0,30.0,,"91,2","71,4"
301410015,"18,4","11,4","10,8",19.0,6.0,11.0,"20,7","10,5","20,4",3.0,1.0,1.0,"60,0","20,0","20,0"
301410027,"35,7","30,5","45,3",23.0,9.0,7.0,"10,7","4,9","5,1",0.0,0.0,1.0,,,"33,3"
301410035,"36,5","33,1","30,4",24.0,16.0,4.0,"8,2","6,0","1,6",3.0,0.0,0.0,"37,5",,"0,0"
301410036,"1,9","3,5","2,6",16.0,27.0,26.0,"20,3","18,2","23,9",4.0,12.0,8.0,"80,0","28,6","44,4"
301410038,"1,2","1,4","3,9",0.0,3.0,6.0,,"6,1","9,1",,2.0,4.0,,"50,0","80,0"
301410045,"26,4","39,2","17,8",25.0,47.0,19.0,"18,9","24,0","21,3",2.0,0.0,3.0,"40,0",,"60,0"
301410052,"2,0","19,6","2,2",6.0,144.0,17.0,"12,2","29,4","30,4",5.0,11.0,7.0,"20,0","44,0","63,6"
301410059,"3,4","4,5","1,0",25.0,43.0,6.0,"29,8","38,4","23,1",11.0,19.0,3.0,"44,0","76,0","75,0"
301410066,,"4,8","2,8",,1.0,1.0,,"4,2","7,1",,1.0,0.0,,"20,0","0,0"
301410073,,"0,0","0,0",,1.0,0.0,,"100,0","0,0",,1.0,,,"100,0",
110410019,"9,8","12,0","21,5",101.0,183.0,233.0,"13,4","15,9","19,1",11.0,11.0,21.0,"14,3","11,5","36,8"
110410037,"9,6","11,5","10,1",120.0,199.0,175.0,"16,2","18,0","19,3",27.0,22.0,28.0,"35,1","22,9","31,1"
110410046,"2,0","3,8","8,8",11.0,8.0,35.0,"13,3","6,7","11,7",4.0,3.0,8.0,"36,4","13,6","23,5"
110410073,"9,2","9,7","16,5",87.0,109.0,123.0,"14,1","13,6","13,1",15.0,19.0,11.0,"22,4","22,9","19,3"
110410223,"7,9","10,3","10,7",123.0,199.0,168.0,"25,1","25,0","21,2",20.0,20.0,16.0,"32,3","26,0","21,6"
110410225,"2,7","4,2","6,4",1.0,13.0,15.0,"1,4","9,6","6,9",0.0,9.0,3.0,,"28,1","8,8"
110410229,"0,5","3,0","0,3",0.0,0.0,0.0,,,"0,0",,,,,,
110410244,"27,8","23,4","13,4",426.0,590.0,300.0,"21,3","28,0","26,2",17.0,25.0,33.0,"23,6","27,8","38,8"
110410251,"31,0","24,4","11,2",510.0,560.0,212.0,"24,6","27,7","24,0",14.0,12.0,30.0,"20,9","14,5","38,0"
110410258,,"34,7","10,8",,739.0,169.0,,"41,8","30,1",,28.0,14.0,,"54,9","26,9"
110410272,,"0,6","2,3",,2.0,0.0,,"6,7","0,0",,1.0,0.0,,"12,5","0,0"
110410307,,,"19,5",,,158.0,,,"23,2",,,6.0,,,"17,1"
110410314,,,"28,3",,,317.0,,,"32,0",,,10.0,,,"28,6"
110410321,,,"13,0",,,121.0,,,"26,5",,,3.0,,,"8,6"
110410335,,,"5,2",,,19.0,,,"16,0",,,8.0,,,"34,8"
110410342,,,"3,9",,,5.0,,,"10,6",,,1.0,,,"8,3"
100210017,"9,5","4,6","1,5",25.0,11.0,3.0,"8,5","6,1","16,7",8.0,8.0,0.0,"25,8","32,0","0,0"
100210026,"15,0","29,3","5,2",195.0,241.0,21.0,"25,0","25,7","11,8",20.0,14.0,14.0,"38,5","43,8","41,2"
100210035,"21,7","33,4","28,8",269.0,314.0,218.0,"23,8","24,1","22,2",29.0,22.0,18.0,"55,8","56,4","52,9"
100210044,"13,2","16,3","8,0",99.0,117.0,65.0,"14,4","18,5","23,8",20.0,11.0,21.0,"38,5","28,2","61,8"
100210053,"21,0","14,5","12,1",162.0,158.0,79.0,"18,8","20,9","17,7",13.0,20.0,13.0,"31,7","39,2","35,1"
100210062,"19,8","19,6","8,2",267.0,184.0,44.0,"21,7","23,5","19,1",34.0,22.0,13.0,"54,8","55,0","46,4"
100210071,"51,4","97,3","98,4",685.0,1019.0,902.0,"18,5","20,1","17,0",31.0,19.0,12.0,"43,1","36,5","22,2"
100210089,"41,3","100,3","81,7",1216.0,1914.0,1222.0,"28,6","28,5","25,3",73.0,49.0,35.0,"70,9","73,1","59,3"
100210098,"37,5","71,5","25,0",648.0,853.0,173.0,"27,9","30,6","23,9",33.0,14.0,9.0,"53,2","35,9","31,0"
100210105,"12,2","23,3","14,4",152.0,151.0,59.0,"17,3","16,6","12,0",30.0,19.0,7.0,"41,7","48,7","20,6"
100210114,"19,0","41,6","11,9",227.0,344.0,82.0,"23,0","21,2","20,2",21.0,13.0,16.0,"40,4","33,3","47,1"
100210132,"6,8","20,2","8,5",68.0,143.0,53.0,"19,3","17,7","20,7",15.0,19.0,12.0,"28,8","47,5","40,0"
100210141,"11,5","16,3","10,5",142.0,144.0,83.0,"20,0","22,2","24,1",30.0,22.0,18.0,"48,4","55,0","54,5"
100210168,"24,4","32,9","57,8",640.0,462.0,905.0,"16,0","11,0","13,8",116.0,12.0,11.0,"70,7","9,4","9,7"
100210177,"27,1","15,9","7,3",172.0,160.0,57.0,"30,2","37,4","32,4",18.0,18.0,11.0,"85,7","66,7","45,8"
100210186,"12,8","17,6","8,2",188.0,185.0,57.0,"20,4","22,8","24,9",37.0,32.0,19.0,"51,4","69,6","67,9"
100210195,"13,9","19,5","22,3",97.0,157.0,152.0,"17,0","20,2","14,8",18.0,20.0,15.0,"43,9","50,0","32,6"
100210202,"20,8","18,8","23,2",126.0,162.0,177.0,"19,5","21,5","18,6",21.0,23.0,22.0,"67,7","57,5","53,7"
100210283,"11,9","13,3","8,1",377.0,369.0,130.0,"51,1","54,3","46,9",52.0,46.0,26.0,"83,9","90,2","76,5"
100210308,"1,2","1,2","5,8",9.0,13.0,15.0,"23,7","43,3","21,7",3.0,9.0,5.0,"50,0","90,0","41,7"
100210317,"12,4","16,1","13,2",77.0,154.0,94.0,"20,1","24,0","20,3",20.0,28.0,26.0,"64,5","70,0","74,3"
100210326,"1,8","1,4","9,0",5.0,8.0,8.0,"9,1","14,3","7,4",4.0,4.0,3.0,"40,0","66,7","25,0"
100210353,"30,5","44,7","42,6",339.0,266.0,257.0,"13,5","11,7","13,4",27.0,3.0,1.0,"32,9","5,9","2,2"
100210362,"32,7","73,0","79,7",348.0,500.0,501.0,"13,0","13,4","14,0",41.0,1.0,2.0,"50,0","2,0","4,4"
100290057,"25,4","30,7","32,5",217.0,208.0,136.0,"13,8","17,0","11,9",13.0,14.0,8.0,"21,0","35,0","22,9"
100290058,"8,1","5,4","12,9",77.0,45.0,83.0,"30,6","21,0","15,7",24.0,21.0,17.0,"77,4","52,5","41,5"
100290059,"11,5","7,2","10,6",59.0,56.0,108.0,"12,5","15,0","18,8",10.0,9.0,5.0,"24,4","17,6","9,6"
100290060,"0,8","0,4","0,3",3.0,6.0,1.0,"17,6","60,0","25,0",3.0,4.0,1.0,"60,0","100,0","50,0"
100290069,"29,7","88,5","43,1",798.0,1610.0,425.0,"43,3","46,6","34,0",54.0,37.0,19.0,"87,1","94,9","65,5"
100290086,"10,2","15,7","18,0",151.0,188.0,197.0,"23,9","26,0","20,2",35.0,26.0,34.0,"56,5","56,5","63,0"
100290088,"32,7","20,6","15,2",240.0,232.0,138.0,"23,7","28,2","25,9",12.0,27.0,16.0,"38,7","67,5","45,7"
100290095,"9,6","18,1","11,7",25.0,72.0,32.0,"6,4","7,8","5,3",6.0,8.0,8.0,"14,6","15,7","15,4"
100290165,,,"116,1",,,753.0,,,"18,5",,,3.0,,,"8,6"
100290172,,,"96,2",,,952.0,,,"28,3",,,8.0,,,"22,9"
100290179,,,"23,3",,,191.0,,,"23,4",,,14.0,,,"40,0"
100410015,"47,5","27,5","17,6",498.0,269.0,119.0,"16,9","15,8","15,3",23.0,13.0,13.0,"37,1","21,0","29,5"
100410024,"28,1","30,1","25,6",207.0,210.0,165.0,"14,2","13,4","13,7",21.0,11.0,9.0,"40,4","21,2","19,1"
100410033,"18,9","16,3","10,4",115.0,149.0,72.0,"11,7","17,6","16,8",20.0,11.0,30.0,"38,5","21,2","73,2"
100410042,"26,6","23,1","7,6",201.0,176.0,57.0,"14,5","14,7","14,4",28.0,13.0,27.0,"53,8","25,0","51,9"
100410069,"24,8","15,4","9,8",219.0,166.0,53.0,"14,2","16,9","12,8",22.0,26.0,12.0,"35,5","41,9","28,6"
100410078,"3,7","29,5","6,6",23.0,355.0,89.0,"10,1","18,8","19,5",12.0,32.0,26.0,"19,4","50,0","37,7"
100410103,"60,3","21,4","21,6",145.0,58.0,60.0,"11,5","10,0","10,3",3.0,5.0,2.0,"14,3","19,2","7,7"
100410112,"29,6","17,4","13,9",203.0,129.0,75.0,"11,1","11,6","10,0",15.0,12.0,6.0,"24,2","19,4","11,5"
100410121,"15,9","12,7","9,1",134.0,174.0,58.0,"13,6","21,4","15,1",24.0,42.0,13.0,"38,7","65,6","31,0"
100410139,"14,9","12,8","14,0",175.0,162.0,85.0,"14,4","15,0","19,0",32.0,47.0,18.0,"39,0","56,0","56,3"
100410148,"24,1","15,8","10,2",266.0,187.0,54.0,"15,3","16,0","16,5",29.0,32.0,14.0,"40,3","43,8","43,8"
100410157,"14,7","8,1","11,6",167.0,110.0,91.0,"18,4","21,2","18,6",26.0,43.0,19.0,"41,9","67,2","45,2"
100410166,"14,7","20,0","25,7",106.0,171.0,182.0,"11,6","13,3","11,1",23.0,25.0,9.0,"37,1","40,3","14,3"
100410175,"22,4","18,5","25,9",207.0,218.0,234.0,"14,9","18,4","14,1",34.0,39.0,20.0,"54,8","60,9","31,3"
100410184,"11,3","9,9","21,0",111.0,154.0,152.0,"15,8","24,3","17,3",26.0,29.0,10.0,"41,9","46,8","24,4"
100410193,"16,0","18,3","30,1",172.0,245.0,281.0,"13,1","16,0","14,6",35.0,32.0,11.0,"42,7","38,1","17,2"
100410218,"2,1","2,0","7,2",2.0,2.0,2.0,"4,5","4,9","2,5",1.0,1.0,1.0,"33,3","50,0","9,1"
100410236,"2,8","2,2","2,5",5.0,6.0,0.0,"16,1","25,0","0,0",3.0,3.0,0.0,"75,0","75,0","0,0"
100410324,"29,4","21,4","31,0",537.0,435.0,485.0,"22,3","24,2","21,2",28.0,39.0,19.0,"34,1","47,6","25,7"
100410493,"5,2","6,7","17,1",3.0,8.0,36.0,"2,8","4,6","6,8",1.0,6.0,1.0,"5,0","23,1","3,2"
100410563,,,"1,6",,,1.0,,,"12,5",,,1.0,,,"25,0"
100410572,,,"14,6",,,5.0,,,"2,0",,,0.0,,,"0,0"
100410599,"3,6","6,3","18,0",2.0,5.0,20.0,"2,7","3,8","5,3",1.0,3.0,1.0,"7,7","14,3","4,8"
100410615,"4,2","8,5","27,3",12.0,13.0,64.0,"4,6","3,3","4,5",7.0,4.0,2.0,"25,0","8,5","3,8"
100410624,"2,4","5,9","12,2",2.0,5.0,10.0,"2,3","4,1","3,9",0.0,3.0,3.0,,"37,5","14,3"
100410633,"1,7","2,0","9,1",13.0,8.0,31.0,"12,4","6,3","6,6",6.0,5.0,10.0,"24,0","14,3","19,2"
100410651,"15,7","22,5","29,5",41.0,105.0,123.0,"3,9","7,0","7,5",7.0,7.0,3.0,"10,4","10,4","5,4"
100410669,"3,2","5,7","35,9",2.0,5.0,17.0,"4,2","5,9","6,8",1.0,2.0,0.0,"10,0","13,3","0,0"
100410678,"18,8","17,5","10,7",155.0,166.0,10.0,"15,8","18,2","4,4",21.0,19.0,6.0,"40,4","36,5","28,6"
100410687,"14,3","14,2","1,5",37.0,21.0,0.0,"8,3","4,8","0,0",10.0,10.0,0.0,"32,3","32,3","0,0"
100410696,"1,6","2,9","8,6",4.0,2.0,4.0,"6,3","3,3","4,2",2.0,1.0,1.0,"22,2","16,7","9,1"
100410712,"5,6","15,3","12,6",13.0,24.0,31.0,"5,7","3,8","5,2",8.0,3.0,3.0,"19,5","7,3","6,4"
100410784,"37,8","19,8","24,3",884.0,503.0,345.0,"37,7","39,6","35,5",30.0,24.0,15.0,"48,4","37,5","37,5"
100410809,"17,8","13,1","13,1",179.0,158.0,135.0,"16,2","18,8","19,1",17.0,23.0,8.0,"27,4","36,5","14,8"
100410818,"19,4","13,8","17,0",91.0,74.0,104.0,"15,1","12,8","14,5",15.0,13.0,11.0,"48,4","31,7","26,2"
100410827,"37,3","20,4","29,7",490.0,272.0,266.0,"21,2","20,8","21,3",26.0,27.0,25.0,"41,9","42,2","59,5"
100410836,"42,5","32,1","51,5",543.0,383.0,488.0,"8,9","8,3","11,5",29.0,18.0,3.0,"20,1","12,5","3,7"
100410872,,,,,,,,,,,,,,,
100410924,"8,2","16,2","13,9",50.0,101.0,79.0,"14,8","14,8","15,4",18.0,18.0,15.0,"43,9","42,9","40,5"
100410933,"15,6","12,6","14,2",79.0,96.0,88.0,"9,8","14,2","11,5",15.0,19.0,6.0,"28,8","36,5","11,5"
100410978,"19,1","15,9","20,5",173.0,171.0,175.0,"14,6","16,8","15,8",28.0,28.0,14.0,"45,2","44,4","25,9"
100410987,"26,0","9,2","20,6",214.0,98.0,184.0,"15,9","19,7","21,2",10.0,28.0,6.0,"19,2","51,9","14,3"
100490191,"50,6","21,1","16,5",554.0,242.0,123.0,"21,1","21,3","23,3",8.0,9.0,11.0,"15,4","16,7","34,4"
100490197,"47,8","24,6","24,0",707.0,396.0,292.0,"20,5","21,7","22,5",14.0,10.0,12.0,"19,4","13,5","22,2"
100490202,"10,8","7,8","5,9",74.0,53.0,43.0,"16,8","16,2","13,4",6.0,11.0,7.0,"14,6","26,2","13,2"
100490203,"5,9","23,4","14,2",29.0,105.0,80.0,"18,8","16,6","17,7",9.0,9.0,12.0,"34,6","33,3","37,5"
100490204,"11,4","11,8","14,2",129.0,148.0,173.0,"15,8","17,0","15,4",32.0,27.0,18.0,"44,4","37,0","23,4"
100490212,"3,0","2,5","6,0",0.0,2.0,2.0,,"40,0","33,3",0.0,2.0,0.0,,"100,0","0,0"
100490213,"7,0","4,0","9,0",5.0,4.0,4.0,"71,4","50,0","44,4",1.0,2.0,1.0,"100,0","100,0","100,0"
100490215,"16,8","21,2","28,8",125.0,180.0,220.0,"14,4","15,7","18,2",23.0,19.0,11.0,"44,2","35,8","26,8"
100490216,"11,3","18,5","13,4",76.0,117.0,103.0,"16,5","15,1","14,2",13.0,21.0,8.0,"31,7","50,0","15,4"
100490218,"16,2","28,7","26,8",71.0,133.0,124.0,"14,1","14,5","14,5",15.0,16.0,7.0,"48,4","51,6","22,6"
100490219,"35,7","23,2","32,9",372.0,266.0,251.0,"16,8","18,5","18,6",14.0,25.0,7.0,"22,6","40,3","17,1"
100490220,"7,1","20,2","12,3",38.0,107.0,56.0,"13,0","12,6","16,9",15.0,15.0,11.0,"36,6","35,7","40,7"
100490222,"44,3","29,6","20,4",284.0,295.0,166.0,"9,6","12,9","9,9",6.0,12.0,10.0,"9,0","15,6","12,2"
100490242,"45,2","21,1","18,1",543.0,192.0,177.0,"23,1","16,8","15,3",9.0,10.0,8.0,"17,3","19,2","12,9"
100490249,"49,3","39,2","15,6",386.0,201.0,71.0,"19,1","12,5","11,1",10.0,10.0,9.0,"24,4","24,4","22,0"
100490256,"114,8","58,0","51,7",1880.0,367.0,224.0,"39,9","15,4","16,7",32.0,19.0,9.0,"78,0","46,3","34,6"
100490277,,,"31,9",,,135.0,,,"13,2",,,5.0,,,"16,1"
100490284,,,"12,2",,,266.0,,,"22,7",,,71.0,,,"74,0"
100490291,,,"31,7",,,77.0,,,"22,1",,,8.0,,,"80,0"
100490298,,,"3,3",,,4.0,,,"11,1",,,3.0,,,"50,0"
100490305,,,"21,9",,,91.0,,,"10,1",,,8.0,,,"19,5"
112610315,"13,0","19,0","18,4",322.0,467.0,485.0,"12,1","12,0","12,2",99.0,37.0,40.0,"48,3","18,0","18,5"
112610333,"30,5","24,8","29,2",730.0,473.0,624.0,"20,3","15,7","16,6",35.0,44.0,28.0,"29,7","37,0","21,7"
112610509,"39,1","18,3","24,6",492.0,303.0,284.0,"13,5","16,8","15,6",10.0,30.0,6.0,"10,8","30,6","8,1"
112610554,"22,1","14,4","21,9",295.0,198.0,114.0,"18,5","18,0","17,9",17.0,21.0,6.0,"23,6","28,4","20,7"
112610942,"24,1","13,0","27,1",321.0,204.0,178.0,"18,5","20,6","15,6",30.0,37.0,12.0,"41,7","48,7","28,6"
112690178,"29,4","36,8","37,9",345.0,445.0,389.0,"11,4","11,7","13,3",42.0,9.0,1.0,"40,8","8,7","1,3"
112690221,"29,8","29,2","36,4",226.0,195.0,166.0,"10,6","9,0","11,1",13.0,7.0,5.0,"18,1","9,5","12,2"
100510023,"29,0","24,4","28,0",292.0,265.0,231.0,"19,4","17,5","20,1",20.0,23.0,15.0,"38,5","37,1","36,6"
100510032,"15,2","10,9","4,8",146.0,162.0,50.0,"18,5","23,9","25,3",27.0,29.0,31.0,"51,9","46,8","75,6"
100510041,"31,7","21,8","6,0",242.0,251.0,58.0,"14,7","18,6","18,5",11.0,14.0,28.0,"21,2","22,6","53,8"
100510077,"22,1","14,0","2,9",268.0,146.0,4.0,"23,3","16,8","8,7",25.0,23.0,3.0,"48,1","37,1","42,9"
100510086,"42,1","26,1","21,0",669.0,437.0,203.0,"25,6","27,0","21,9",29.0,21.0,20.0,"46,8","33,9","45,5"
100510095,"15,0","16,1","6,7",75.0,123.0,63.0,"8,0","12,3","15,1",6.0,15.0,23.0,"9,7","24,2","37,1"
100510129,"13,0","10,7","7,1",155.0,145.0,48.0,"19,2","21,1","21,1",29.0,33.0,19.0,"46,8","51,6","61,3"
100510138,"9,6","12,9","9,8",107.0,135.0,62.0,"18,0","16,3","19,9",29.0,28.0,17.0,"46,8","43,8","54,8"
100510174,"13,5","23,6","10,0",76.0,109.0,51.0,"18,2","14,4","15,9",6.0,11.0,8.0,"19,4","35,5","25,0"
100510183,"16,8","17,0","17,9",75.0,83.0,113.0,"21,2","22,3","19,7",9.0,13.0,17.0,"42,9","61,9","53,1"
100510208,"2,9","8,1","6,9",6.0,37.0,33.0,"10,0","16,8","17,6",6.0,4.0,5.0,"28,6","14,8","19,2"
100510217,"7,3","5,5","4,7",348.0,261.0,176.0,"34,4","33,3","26,0",100.0,112.0,91.0,"71,9","78,3","63,6"
100510235,"29,3","23,1","40,3",406.0,209.0,282.0,"16,9","11,0","17,1",23.0,5.0,2.0,"28,0","6,1","4,9"
100510253,"9,1","12,0","14,5",91.0,107.0,147.0,"24,3","21,3","24,1",25.0,26.0,30.0,"61,0","61,9","71,4"
100510262,"15,8","12,8","7,9",165.0,157.0,69.0,"20,0","22,7","17,8",28.0,34.0,30.0,"53,8","64,2","62,5"
100590058,"14,8","13,7","8,1",55.0,50.0,35.0,"17,7","13,5","15,9",7.0,5.0,4.0,"33,3","19,2","14,8"
100590061,"63,9","48,0","92,6",394.0,92.0,718.0,"15,0","4,7","12,5",32.0,3.0,0.0,"78,0","7,3","0,0"
100590064,"13,3","12,5","14,2",73.0,75.0,104.0,"17,8","18,8","23,0",17.0,20.0,25.0,"54,8","62,5","78,1"
100590075,"32,0","23,1","19,0",193.0,145.0,132.0,"11,6","11,6","12,9",6.0,15.0,8.0,"11,5","28,8","15,4"
100590077,"10,7","11,5","12,2",78.0,92.0,65.0,"17,8","19,1","16,7",21.0,26.0,16.0,"51,2","61,9","50,0"
100590078,"8,8","10,9","13,1",79.0,131.0,104.0,"17,2","22,2","18,9",24.0,28.0,13.0,"46,2","51,9","31,0"
100590083,"23,3","14,4","8,5",154.0,92.0,71.0,"21,3","20,0","22,7",11.0,9.0,19.0,"35,5","28,1","51,4"
100590084,"39,4","24,8","21,3",652.0,415.0,278.0,"26,7","26,1","31,1",14.0,12.0,13.0,"22,6","18,8","31,0"
100590085,"29,7","8,9","15,1",162.0,61.0,60.0,"36,4","43,0","24,9",14.0,14.0,11.0,"93,3","87,5","73,3"
100590106,"3,1","3,0","0,1",2.0,6.0,0.0,"2,1","7,8","0,0",2.0,4.0,,"28,6","57,1",
100590120,"1,6","21,6","5,6",10.0,195.0,56.0,"20,4","21,5","20,5",9.0,19.0,15.0,"29,0","45,2","30,6"
100590127,"22,0","14,8","19,6",262.0,191.0,139.0,"19,2","20,2","24,5",12.0,14.0,10.0,"19,4","22,6","34,5"
100590141,"101,6","55,3","78,4",998.0,525.0,972.0,"18,9","14,8","19,4",10.0,6.0,3.0,"19,2","9,4","4,7"
100590148,"66,4","40,6","69,5",1340.0,771.0,795.0,"22,9","19,8","21,2",37.0,43.0,25.0,"42,0","45,3","46,3"
