yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2025,ilk_uc_sirada_tercih_eden_sayisi_2025,ilk_uc_sirada_tercih_eden_orani_2025,ilk_uc_tercih_olarak_yerlesen_sayisi_2025,ilk_uc_tercih_olarak_yerlesen_orani_2025
200612202,"6,8",44.0,"25,7",16.0,"64,0"
200612256,"2,4",17.0,"51,5",2.0,"100,0"
200612265,"18,8",89.0,"47,3",9.0,"90,0"
200612283,"2,5",32.0,"36,4",25.0,"86,2"
200612292,"10,4",4.0,"7,7",3.0,"60,0"
200612308,"32,3",38.0,"16,8",1.0,"14,3"
200612353,"17,3",12.0,"17,4",1.0,"25,0"
200612362,"2,7",6.0,"15,0",2.0,"100,0"
200690354,"39,7",41.0,"10,3",1.0,"10,0"
200690355,"4,0",7.0,"7,5",2.0,"50,0"
200690357,"6,2",23.0,"14,7",11.0,"45,8"
200690358,"45,2",80.0,"16,1",2.0,"18,2"
200690359,"15,2",31.0,"20,4",1.0,"10,0"
200690360,"23,5",62.0,"33,0",1.0,"12,5"
200690361,"5,4",6.0,"14,0",4.0,"66,7"
200690362,"5,7",46.0,"27,1",17.0,"56,7"
200690376,"16,7",34.0,"34,0",4.0,"80,0"
200690377,"8,5",3.0,"17,6",1.0,"100,0"
200690381,"8,6",32.0,"12,8",13.0,"44,8"
200690441,"32,8",28.0,"17,1",1.0,"25,0"
200690473,"64,0",52.0,"13,5",0.0,"0,0"
200690474,"61,0",64.0,"17,5",2.0,"33,3"
200690475,"3,5",0.0,"0,0",0.0,"0,0"
200690476,"6,8",16.0,"39,0",4.0,"80,0"
200690489,"5,7",5.0,"14,7",2.0,"66,7"
200690490,"35,0",66.0,"23,6",4.0,"50,0"
200690491,"5,6",49.0,"27,2",19.0,"59,4"
200690492,"16,5",42.0,"42,4",2.0,"40,0"
200690493,"4,7",22.0,"20,6",14.0,"73,7"
200690494,"10,0",1.0,"3,3",1.0,"100,0"
200690495,"10,0",24.0,"26,7",4.0,"50,0"
200690496,"3,7",30.0,"20,5",17.0,"73,9"
200690497,"3,6",4.0,"4,4",4.0,"50,0"
200690498,"68,8",92.0,"11,2",2.0,"18,2"
200690500,"20,6",7.0,"6,8",3.0,"60,0"
200690501,"24,1",52.0,"24,0",0.0,"0,0"
200690502,"9,1",85.0,"25,2",28.0,"75,7"
200690503,"16,3",32.0,"32,7",2.0,"40,0"
200690504,"3,0",13.0,"15,5",9.0,"90,0"
200690505,"23,0",33.0,"28,7",1.0,"20,0"
200690506,"6,5",31.0,"26,5",13.0,"72,2"
200690510,"7,3",12.0,"7,8",2.0,"9,5"
200690533,"5,2",188.0,"28,5",42.0,"33,1"
200690534,"6,7",2.0,"10,0",,
200690535,"10,1",16.0,"19,8",2.0,"33,3"
200690536,"3,9",18.0,"13,5",5.0,"55,6"
200690537,"7,3",3.0,"13,6",1.0,"50,0"
200690538,"16,8",45.0,"29,8",2.0,"25,0"
200690539,"3,8",36.0,"24,2",25.0,"67,6"
200690540,"7,6",13.0,"21,3",5.0,"62,5"
200690541,"32,7",88.0,"29,9",6.0,"75,0"
200690544,"24,0",23.0,"16,0",2.0,"33,3"
200690545,"8,3",27.0,"12,4",14.0,"60,9"
200690559,"13,2",36.0,"11,4",9.0,"37,5"
200690566,"41,8",37.0,"14,7",2.0,"33,3"
200690573,"40,8",71.0,"19,3",4.0,"44,4"
200690580,"13,0",90.0,"21,6",11.0,"34,4"
200690587,"54,9",89.0,"23,2",1.0,"16,7"
200690594,"20,8",102.0,"18,9",12.0,"46,2"
200690601,"15,9",28.0,"17,6",3.0,"33,3"
200690608,"3,2",5.0,"8,3",4.0,"36,4"
200690615,"41,5",58.0,"23,3",0.0,"0,0"
200690622,"24,0",84.0,"31,8",6.0,"54,5"
200690657,"24,3",39.0,"17,8",0.0,"0,0"
200690664,"21,9",25.0,"12,7",2.0,"22,2"
200690671,"12,4",83.0,"16,8",5.0,"12,5"
200690678,"21,9",83.0,"27,1",11.0,"78,6"
200690685,"2,2",7.0,"14,9",3.0,"100,0"
200690692,"4,6",24.0,"18,8",14.0,"50,0"
200690699,"5,4",15.0,"8,4",8.0,"24,2"
200690720,"7,5",57.0,"21,0",19.0,"52,8"
200690776,"7,9",36.0,"22,8",11.0,"55,0"
200690825,"8,0",6.0,"5,4",2.0,"28,6"
200690832,"16,0",6.0,"7,5",4.0,"80,0"
200690839,"14,6",9.0,"7,7",4.0,"50,0"
200690846,"7,7",0.0,"0,0",,
200690853,"18,0",1.0,"1,9",1.0,"50,0"
200690860,"8,8",6.0,"13,6",3.0,"60,0"
200690867,"6,6",18.0,"14,4",10.0,"55,6"
200810019,"16,6",12.0,"8,1",1.0,"12,5"
200810028,"17,1",14.0,"9,1",0.0,"0,0"
200810037,"8,8",10.0,"12,7",1.0,"12,5"
200810055,"44,8",66.0,"16,4",2.0,"25,0"
200810073,"30,0",34.0,"18,9",0.0,"0,0"
200810082,"5,2",32.0,"27,8",13.0,"76,5"
200851517,"25,7",31.0,"11,0",0.0,"0,0"
200851519,"0,7",2.0,"18,2",2.0,"100,0"
200851520,"5,1",0.0,"0,0",0.0,"0,0"
200851522,"1,5",0.0,"0,0",,
200851523,"30,3",23.0,"19,0",1.0,"25,0"
200851525,"2,3",9.0,"20,0",4.0,"57,1"
200851529,"10,5",7.0,"8,3",0.0,"0,0"
200851531,"1,0",6.0,"27,3",0.0,"0,0"
200851532,"21,7",25.0,"16,4",2.0,"33,3"
200851534,"7,8",55.0,"22,2",23.0,"71,9"
200851535,"6,9",8.0,"10,5",2.0,"18,2"
200851537,"2,3",5.0,"21,7",2.0,"50,0"
200851539,"6,0",42.0,"21,8",22.0,"91,7"
200851541,"2,2",12.0,"17,4",4.0,"66,7"
200851543,"2,2",25.0,"36,2",12.0,"80,0"
200851547,"1,3",12.0,"24,5",6.0,"75,0"
200851568,"20,8",33.0,"13,2",4.0,"36,4"
200851570,"5,1",76.0,"25,2",31.0,"75,6"
200851578,"14,2",16.0,"11,3",1.0,"10,0"
200851580,"0,5",1.0,"14,3",0.0,"0,0"
200851581,"6,4",9.0,"12,9",1.0,"9,1"
200851583,"2,8",8.0,"28,6",1.0,"100,0"
200851590,"10,3",17.0,"27,4",4.0,"80,0"
200851592,"1,5",10.0,"33,3",2.0,"66,7"
200851597,"10,1",14.0,"19,7",3.0,"50,0"
200851598,"1,6",15.0,"27,8",6.0,"85,7"
200851599,"4,7",5.0,"9,6",1.0,"10,0"
200851600,"1,1",4.0,"36,4",1.0,"100,0"
200851601,"11,8",10.0,"9,4",3.0,"37,5"
200851602,"2,0",15.0,"23,8",7.0,"100,0"
200851603,"8,6",2.0,"3,3",0.0,"0,0"
200851604,"1,1",1.0,"10,0",,
200851605,"8,1",12.0,"14,8",1.0,"11,1"
200851606,"3,6",22.0,"15,0",5.0,"83,3"
200910027,"26,2",160.0,"29,0",4.0,"21,1"
200910036,"7,0",389.0,"50,4",89.0,"80,9"
200910054,"32,8",154.0,"29,3",10.0,"62,5"
200910081,"34,4",67.0,"13,9",1.0,"8,3"
200910115,"49,6",165.0,"23,8",9.0,"64,3"
200910124,"8,8",168.0,"32,3",33.0,"55,9"
200910142,"29,8",61.0,"22,8",6.0,"75,0"
200910151,"6,1",83.0,"34,2",30.0,"75,0"
200910327,"24,1",22.0,"13,0",3.0,"50,0"
200910336,"3,7",17.0,"18,3",12.0,"85,7"
200910354,"18,0",25.0,"19,8",1.0,"16,7"
200910363,"6,4",36.0,"26,7",15.0,"71,4"
200910451,"17,5",24.0,"17,1",0.0,"0,0"
200910469,"5,9",57.0,"34,3",22.0,"78,6"
200950628,"4,0",89.0,"39,7",54.0,"96,4"
200950629,"3,9",2.0,"3,4",1.0,"100,0"
200950630,"2,9",22.0,"14,0",14.0,"82,4"
200950652,"2,8",25.0,"29,4",15.0,"100,0"
200950750,"2,4",6.0,"23,1",2.0,"100,0"
200950757,"4,5",8.0,"22,2",5.0,"83,3"
200950764,"4,3",10.0,"23,3",6.0,"60,0"
200950771,"1,4",1.0,"14,3",,
200950778,"1,6",3.0,"37,5",2.0,"100,0"
201010148,"13,5",23.0,"21,3",5.0,"71,4"
201010175,"14,0",28.0,"25,0",1.0,"14,3"
201010184,"2,8",19.0,"17,8",16.0,"45,7"
201010245,"23,6",159.0,"22,5",5.0,"19,2"
201010254,"2,0",69.0,"21,1",56.0,"44,1"
201010493,"4,3",8.0,"30,8",2.0,"40,0"
201010509,"1,1",9.0,"32,1",8.0,"66,7"
201010536,"22,3",141.0,"42,1",6.0,"46,2"
201010545,"3,0",110.0,"44,9",51.0,"63,0"
201010642,"20,6",62.0,"37,6",4.0,"57,1"
201010669,"5,0",61.0,"32,1",17.0,"44,7"
201050717,"15,3",103.0,"45,0",11.0,"78,6"
201050718,"2,0",69.0,"41,6",54.0,"66,7"
201050719,"17,9",46.0,"32,2",4.0,"57,1"
201050720,"3,8",48.0,"32,9",21.0,"55,3"
201050723,"2,3",16.0,"18,6",7.0,"35,0"
201110023,"20,8",23.0,"12,3",1.0,"12,5"
201110086,"23,3",109.0,"16,7",5.0,"18,5"
201110102,"21,9",28.0,"14,2",4.0,"50,0"
201110129,"30,1",49.0,"16,3",1.0,"11,1"
201110147,"22,7",29.0,"14,2",1.0,"12,5"
201110174,"8,6",3.0,"7,0",,
201110183,"20,1",51.0,"16,9",4.0,"28,6"
201110226,"28,3",61.0,"17,9",1.0,"8,3"
201110244,"23,5",49.0,"26,1",1.0,"14,3"
201110368,"37,0",40.0,"18,0",3.0,"50,0"
201110377,"6,1",8.0,"7,3",6.0,"33,3"
201110395,"9,4",14.0,"13,6",0.0,"0,0"
201110402,"2,9",5.0,"6,1",1.0,"25,0"
201110456,"32,4",43.0,"12,1",0.0,"0,0"
201110465,"5,1",25.0,"8,9",8.0,"29,6"
201110474,"5,3",22.0,"13,9",8.0,"50,0"
201110508,"8,9",21.0,"13,1",2.0,"28,6"
201110517,"9,5",36.0,"10,5",16.0,"44,4"
201110526,"5,8",27.0,"13,0",7.0,"50,0"
201110544,"5,9",62.0,"15,5",18.0,"26,5"
201110562,"8,1",51.0,"10,6",18.0,"30,5"
201110571,"6,7",8.0,"9,2",3.0,"75,0"
201110589,"18,1",31.0,"12,3",3.0,"21,4"
201110598,"4,6",57.0,"20,8",34.0,"57,6"
201110614,"17,2",8.0,"4,7",0.0,"0,0"
201110623,"4,8",3.0,"3,3",3.0,"25,0"
201110668,"11,3",11.0,"16,2",0.0,"0,0"
201110677,"3,7",14.0,"16,5",12.0,"52,2"
201110695,"5,1",183.0,"26,2",79.0,"59,0"
201110711,"13,0",1.0,"2,6",,
201110729,"30,8",53.0,"14,4",3.0,"25,0"
201110738,"7,3",49.0,"11,0",17.0,"27,9"
201110756,"14,3",13.0,"13,0",0.0,"0,0"
201110765,"5,9",9.0,"11,0",4.0,"66,7"
201110774,"6,5",70.0,"27,7",29.0,"74,4"
201110792,"6,9",8.0,"14,5",3.0,"50,0"
201110808,"1,6",6.0,"12,5",1.0,"100,0"
201190053,"23,4",62.0,"24,1",4.0,"40,0"
201190054,"5,6",23.0,"8,2",10.0,"35,7"
201190055,"23,3",32.0,"17,2",1.0,"12,5"
201190056,"4,5",33.0,"19,6",18.0,"58,1"
201190057,"19,7",51.0,"28,8",4.0,"50,0"
201190058,"5,6",35.0,"17,9",15.0,"65,2"
201190059,"24,1",78.0,"29,4",5.0,"45,5"
201190060,"5,8",68.0,"24,8",35.0,"74,5"
201190083,"18,7",7.0,"12,5",1.0,"33,3"
201190090,"3,8",0.0,"0,0",,
201210049,"20,2",31.0,"15,3",3.0,"33,3"
201210094,"13,3",29.0,"18,1",3.0,"27,3"
201210173,"24,1",27.0,"11,2",1.0,"11,1"
201210182,"7,8",132.0,"33,0",47.0,"92,2"
201210207,"35,9",39.0,"12,1",0.0,"0,0"
201210216,"12,0",181.0,"36,0",36.0,"85,7"
201210234,"19,9",17.0,"10,7",2.0,"28,6"
201210243,"4,6",41.0,"22,2",15.0,"100,0"
201210279,"36,1",93.0,"17,2",2.0,"15,4"
201210367,"25,1",46.0,"16,7",1.0,"10,0"
201210376,"3,6",66.0,"31,3",35.0,"85,4"
201210394,"37,7",28.0,"12,4",0.0,"0,0"
201210401,"4,6",40.0,"34,8",18.0,"81,8"
201210455,"41,8",11.0,"6,6",0.0,"0,0"
201210464,"4,2",24.0,"28,6",15.0,"83,3"
201210516,"39,0",13.0,"11,1",0.0,"0,0"
201210525,"4,6",24.0,"40,0",10.0,"76,9"
201210561,"6,7",129.0,"38,7",48.0,"96,0"
201210579,"18,3",29.0,"15,8",2.0,"22,2"
201210588,"29,9",61.0,"13,6",1.0,"7,7"
201210755,"17,3",36.0,"20,8",0.0,"0,0"
201210764,"2,1",43.0,"38,1",21.0,"100,0"
201210922,"26,1",41.0,"22,4",0.0,"0,0"
201210985,"31,1",20.0,"8,0",0.0,"0,0"
201211002,"6,0",76.0,"33,5",35.0,"92,1"
201211011,"34,4",20.0,"7,3",0.0,"0,0"
201211038,"2,7",22.0,"19,1",7.0,"63,6"
201211047,"9,0",9.0,"16,7",1.0,"20,0"
201211065,"1,6",21.0,"43,8",14.0,"100,0"
201211074,"16,7",7.0,"7,0",0.0,"0,0"
201211083,"9,4",16.0,"34,0",3.0,"60,0"
201211108,"19,9",58.0,"24,3",1.0,"8,3"
201211117,"1,9",13.0,"40,6",3.0,"100,0"
201211126,"21,0",10.0,"11,9",1.0,"33,3"
201211135,"1,3",10.0,"30,3",5.0,"100,0"
201211144,"12,0",10.0,"16,7",2.0,"66,7"
201211153,"3,0",38.0,"31,9",23.0,"88,5"
201211162,"22,3",27.0,"15,2",2.0,"25,0"
201211171,"14,4",39.0,"22,5",7.0,"63,6"
201211198,"43,1",63.0,"9,7",1.0,"7,7"
201290258,"19,4",22.0,"12,6",1.0,"12,5"
201290259,"5,0",84.0,"39,6",40.0,"95,2"
201290280,"17,8",58.0,"21,7",3.0,"23,1"
201290281,"6,7",202.0,"39,5",70.0,"92,1"
201290299,"30,9",16.0,"7,4",0.0,"0,0"
201290300,"31,8",42.0,"13,2",1.0,"10,0"
201290302,"18,1",26.0,"14,4",1.0,"11,1"
201290303,"2,5",40.0,"29,2",17.0,"81,0"
201290313,"14,5",32.0,"18,4",3.0,"27,3"
201290425,"3,3",58.0,"34,5",25.0,"89,3"
201290432,"3,5",93.0,"41,2",38.0,"92,7"
201290439,"6,7",170.0,"42,8",52.0,"88,1"
201290446,"5,1",91.0,"30,0",30.0,"85,7"
201290453,"8,1",238.0,"36,4",77.0,"95,1"
201290460,"2,3",50.0,"26,6",16.0,"84,2"
201290467,"1,0",19.0,"24,4",9.0,"90,0"
201290474,"9,0",192.0,"41,6",50.0,"98,0"
201290481,"2,0",59.0,"44,7",27.0,"100,0"
201290488,"9,9",147.0,"46,2",32.0,"100,0"
201290495,"2,9",35.0,"35,4",21.0,"91,3"
201290502,"19,0",19.0,"16,7",2.0,"50,0"
201290509,"3,2",30.0,"30,0",13.0,"86,7"
201290530,"22,5",23.0,"25,6",1.0,"25,0"
201290537,"3,6",28.0,"38,9",16.0,"100,0"
201410029,"17,8",9.0,"10,1",1.0,"20,0"
201410038,"1,9",17.0,"42,5",9.0,"100,0"
201410056,"1,9",17.0,"42,5",8.0,"88,9"
201410065,"15,0",11.0,"14,7",0.0,"0,0"
201410135,"2,5",15.0,"16,7",2.0,"33,3"
201410144,"14,9",24.0,"10,8",6.0,"40,0"
201410171,"38,9",55.0,"15,7",1.0,"12,5"
201410189,"3,6",51.0,"34,0",23.0,"82,1"
201410205,"27,2",14.0,"10,3",1.0,"20,0"
201410214,"1,6",10.0,"30,3",9.0,"100,0"
201410232,"13,9",76.0,"32,2",11.0,"73,3"
201410295,"22,3",77.0,"14,4",4.0,"19,0"
201410453,"4,8",29.0,"23,4",9.0,"36,0"
201410505,"1,4",67.0,"54,9",48.0,"76,2"
201410532,"19,7",20.0,"14,5",0.0,"0,0"
201410541,"1,6",28.0,"50,9",11.0,"100,0"
201410577,"10,2",9.0,"9,8",3.0,"37,5"
201410586,"1,0",25.0,"58,1",4.0,"80,0"
201410611,"15,0",33.0,"22,0",3.0,"30,0"
201410629,"2,6",76.0,"56,7",32.0,"88,9"
201410656,"23,7",16.0,"11,3",0.0,"0,0"
201410665,"2,5",29.0,"38,2",10.0,"76,9"
201490082,"22,2",36.0,"32,4",4.0,"80,0"
201490083,"2,0",15.0,"35,7",2.0,"50,0"
201490091,"15,6",18.0,"12,9",0.0,"0,0"
201490092,"3,4",54.0,"37,5",26.0,"78,8"
201490093,"29,0",14.0,"6,9",0.0,"0,0"
201490094,"6,1",61.0,"29,6",30.0,"88,2"
201490095,"17,4",9.0,"7,4",0.0,"0,0"
201490098,"55,0",67.0,"13,5",4.0,"50,0"
201490099,"2,8",42.0,"35,6",16.0,"88,9"
201490108,"32,8",48.0,"16,3",3.0,"33,3"
201490136,"5,6",339.0,"47,7",124.0,"97,6"
201490143,"2,0",25.0,"36,2",8.0,"88,9"
201490157,"1,8",3.0,"33,3",2.0,"66,7"
201490206,"4,6",51.0,"56,0",20.0,"100,0"
201490213,"6,8",90.0,"60,0",22.0,"100,0"
201490220,"32,0",27.0,"14,1",0.0,"0,0"
201490227,"9,2",120.0,"52,4",25.0,"100,0"
201490234,"27,7",50.0,"18,1",4.0,"44,4"
201490241,"3,4",59.0,"34,1",31.0,"86,1"
201490248,"3,7",32.0,"21,5",15.0,"78,9"
201490255,"19,1",31.0,"23,1",2.0,"33,3"
201490269,"2,0",26.0,"38,8",14.0,"93,3"
201490276,"10,5",35.0,"33,3",7.0,"77,8"
201490290,"1,9",38.0,"39,2",20.0,"95,2"
201490297,"14,8",23.0,"19,5",3.0,"42,9"
201490311,"4,8",55.0,"30,4",30.0,"78,9"
201490318,"9,4",24.0,"23,3",3.0,"33,3"
201490325,"0,8",11.0,"68,8",6.0,"85,7"
201490332,"19,0",29.0,"25,4",2.0,"40,0"
201490339,"1,3",16.0,"50,0",13.0,"86,7"
201610106,"13,8",49.0,"22,2",7.0,"43,8"
201610124,"9,5",25.0,"24,0",8.0,"72,7"
201610169,"17,0",22.0,"43,1",3.0,"100,0"
201610178,"2,4",8.0,"33,3",4.0,"50,0"
201610203,"21,9",50.0,"28,6",4.0,"50,0"
201610212,"7,2",20.0,"18,5",4.0,"26,7"
201610248,"28,7",78.0,"38,8",7.0,"100,0"
201610257,"12,1",42.0,"26,8",5.0,"38,5"
201610284,"29,5",69.0,"39,0",4.0,"66,7"
201610293,"5,5",27.0,"22,1",7.0,"31,8"
201610363,"30,3",93.0,"38,4",2.0,"28,6"
201610372,"4,6",12.0,"13,6",8.0,"42,1"
201610399,"4,4",11.0,"25,0",5.0,"50,0"
201610424,"32,9",202.0,"22,8",14.0,"56,0"
201610433,"2,5",74.0,"26,2",56.0,"48,7"
201610575,"5,2",51.0,"44,7",17.0,"77,3"
201610584,"27,7",128.0,"51,4",5.0,"55,6"
201610593,"8,8",93.0,"50,3",13.0,"61,9"
201610618,"2,2",59.0,"52,7",33.0,"76,7"
201610627,"21,5",159.0,"49,4",5.0,"33,3"
201610645,"3,9",55.0,"45,5",25.0,"80,6"
201610654,"0,8",4.0,"36,4",2.0,"100,0"
201610663,"23,3",47.0,"33,6",3.0,"60,0"
201610672,"3,0",14.0,"38,9",7.0,"58,3"
201610699,"20,6",81.0,"39,3",5.0,"55,6"
201610715,"0,9",7.0,"20,0",7.0,"43,8"
201610724,"9,4",26.0,"39,4",6.0,"100,0"
201610733,"4,1",12.0,"20,7",6.0,"42,9"
201610751,"15,1",33.0,"31,1",5.0,"71,4"
201610769,"3,4",9.0,"22,0",8.0,"66,7"
201610787,"0,8",4.0,"25,0",1.0,"50,0"
201610796,"13,2",49.0,"41,2",4.0,"50,0"
201610812,"1,0",9.0,"37,5",6.0,"85,7"
201610821,"20,3",90.0,"44,3",4.0,"44,4"
201610848,"2,3",25.0,"41,0",18.0,"66,7"
201610857,"2,2",10.0,"17,5",7.0,"36,8"
201610866,"26,4",99.0,"37,5",7.0,"70,0"
201610884,"2,9",13.0,"17,8",5.0,"20,0"
201610909,"28,7",72.0,"35,8",5.0,"71,4"
201610918,"6,9",40.0,"25,3",13.0,"56,5"
201610945,"28,4",52.0,"20,3",5.0,"55,6"
201610954,"5,0",28.0,"20,6",7.0,"25,9"
201610972,"3,7",116.0,"39,9",46.0,"58,2"
201610981,"34,2",261.0,"38,2",11.0,"55,0"
201610999,"15,6",95.0,"27,6",2.0,"9,1"
201650169,"14,0",25.0,"35,7",4.0,"80,0"
201650170,"3,2",4.0,"13,8",2.0,"33,3"
201650171,"2,2",24.0,"45,3",12.0,"63,2"
201650172,"0,9",2.0,"15,4",,
201650178,"25,7",49.0,"27,2",1.0,"16,7"
201650179,"3,2",9.0,"16,7",7.0,"41,2"
201650180,"0,8",1.0,"7,1",0.0,"0,0"
201650185,"13,0",28.0,"19,6",4.0,"36,4"
201650192,"13,6",52.0,"24,0",6.0,"37,5"
201650199,"30,2",41.0,"22,7",0.0,"0,0"
201650206,"2,3",7.0,"20,6",7.0,"50,0"
201650227,"1,0",1.0,"5,3",1.0,"33,3"
201650234,"2,3",1.0,"14,3",,
201650241,"1,0",0.0,"0,0",,
201650248,"2,3",20.0,"29,4",5.0,"83,3"
201650255,"3,2",9.0,"12,3",8.0,"50,0"
201650262,"5,8",25.0,"20,5",11.0,"52,4"
201650269,"2,4",2.0,"11,8",0.0,"0,0"
201650276,"6,1",6.0,"12,2",4.0,"50,0"
201650283,"15,2",26.0,"28,6",2.0,"40,0"
201650290,"1,0",6.0,"35,3",5.0,"83,3"
201650297,"3,3",9.0,"20,9",3.0,"23,1"
201650304,"2,8",5.0,"11,9",3.0,"75,0"
201650311,"1,9",3.0,"13,0",1.0,"50,0"
201650318,"6,2",6.0,"19,4",4.0,"80,0"
201650325,"4,2",8.0,"38,1",4.0,"80,0"
201650332,"5,6",3.0,"10,7",2.0,"40,0"
201650339,"7,8",14.0,"16,3",6.0,"54,5"
201650346,"4,4",11.0,"13,9",6.0,"50,0"
201650353,"18,4",73.0,"44,0",5.0,"55,6"
201650360,"2,4",16.0,"37,2",6.0,"66,7"
201650367,"3,7",33.0,"37,5",18.0,"75,0"
201650395,"22,2",44.0,"33,1",3.0,"60,0"
201650402,"5,1",14.0,"23,0",6.0,"60,0"
201650409,"7,1",22.0,"23,9",9.0,"69,2"
201650416,"17,0",31.0,"30,4",3.0,"50,0"
201650423,"2,5",2.0,"6,1",1.0,"100,0"
201650430,"4,3",8.0,"15,7",4.0,"33,3"
201710538,"14,9",19.0,"18,3",1.0,"16,7"
201710547,"1,4",20.0,"39,2",10.0,"83,3"
201710653,"12,4",6.0,"9,7",1.0,"33,3"
201710698,"5,4",11.0,"15,7",4.0,"57,1"
201710705,"18,1",66.0,"26,1",6.0,"42,9"
201710741,"14,6",20.0,"19,6",0.0,"0,0"
201710777,"3,9",52.0,"43,3",31.0,"100,0"
201790176,"22,4",19.0,"7,7",2.0,"20,0"
201790177,"0,7",12.0,"30,0",6.0,"100,0"
201790178,"19,0",16.0,"14,0",0.0,"0,0"
201790179,"6,5",62.0,"34,1",22.0,"78,6"
201790181,"4,0",1.0,"8,3",1.0,"50,0"
201790182,"30,9",35.0,"16,2",1.0,"16,7"
201790183,"5,8",67.0,"38,7",28.0,"93,3"
201790218,"23,7",43.0,"12,1",0.0,"0,0"
201790220,"32,0",35.0,"12,2",1.0,"11,1"
201790233,"0,8",8.0,"38,1",4.0,"80,0"
201790254,"11,4",18.0,"19,8",1.0,"14,3"
201790255,"5,3",119.0,"58,6",38.0,"100,0"
201790257,"6,2",175.0,"52,1",53.0,"98,1"
201790259,"3,5",71.0,"25,0",26.0,"96,3"
201790260,"17,7",36.0,"18,5",4.0,"40,0"
201790261,"5,4",158.0,"50,6",55.0,"94,8"
201790262,"9,5",170.0,"39,8",44.0,"97,8"
201790271,"19,1",47.0,"27,3",5.0,"55,6"
201790278,"3,2",62.0,"46,3",32.0,"94,1"
201790285,"11,5",22.0,"23,9",1.0,"14,3"
201790292,"1,6",34.0,"49,3",21.0,"95,5"
201790299,"21,2",44.0,"23,0",1.0,"12,5"
201790306,"9,3",169.0,"43,1",40.0,"95,2"
201790313,"4,9",20.0,"17,1",8.0,"33,3"
201790320,"6,5",6.0,"46,2",2.0,"100,0"
201790334,"11,0",10.0,"13,0",2.0,"28,6"
201790341,"3,0",46.0,"44,7",29.0,"87,9"
201790348,"55,5",25.0,"22,5",1.0,"50,0"
201790369,"44,0",5.0,"11,4",,
201790390,"37,0",5.0,"13,5",1.0,"100,0"
201790397,"3,0",0.0,"0,0",,
201790411,"8,5",1.0,"5,9",,
201790418,"8,0",1.0,"6,3",1.0,"50,0"
201790425,"13,8",14.0,"11,3",2.0,"22,2"
201790432,"3,2",51.0,"40,5",27.0,"90,0"
201790439,"19,6",32.0,"20,4",3.0,"42,9"
201790446,"6,7",151.0,"59,7",35.0,"92,1"
201790495,"8,5",3.0,"17,6",1.0,"100,0"
201790516,"20,0",14.0,"11,7",1.0,"20,0"
201790523,"0,8",6.0,"28,6",1.0,"100,0"
201790530,"36,8",17.0,"7,7",0.0,"0,0"
201790537,"9,0",118.0,"43,5",25.0,"83,3"
201910015,"2,8",5.0,"45,5",1.0,"100,0"
201910024,"13,1",25.0,"15,9",2.0,"20,0"
201910033,"6,0",0.0,"0,0",0.0,"0,0"
201910042,"41,0",96.0,"26,0",3.0,"37,5"
201910078,"11,3",32.0,"31,4",8.0,"88,9"
201910087,"23,3",68.0,"19,5",4.0,"28,6"
201910103,"22,8",17.0,"12,4",1.0,"20,0"
201910121,"15,1",27.0,"22,3",6.0,"75,0"
201910139,"31,8",54.0,"14,2",1.0,"9,1"
201910148,"12,4",20.0,"20,2",6.0,"75,0"
201910157,"21,7",38.0,"13,5",1.0,"9,1"
201910218,"22,3",8.0,"9,0",1.0,"25,0"
201910306,"45,1",65.0,"9,6",2.0,"13,3"
201910324,"17,2",29.0,"14,1",0.0,"0,0"
201910351,"40,5",54.0,"10,3",2.0,"18,2"
201910387,"42,3",33.0,"9,8",0.0,"0,0"
201910439,"21,6",38.0,"14,7",3.0,"27,3"
201910493,"1,2",12.0,"24,5",6.0,"85,7"
201910509,"2,1",62.0,"48,4",41.0,"85,4"
201910527,"2,9",25.0,"28,7",13.0,"92,9"
201910606,"3,7",21.0,"33,3",14.0,"82,4"
201910633,"8,0",5.0,"15,6",3.0,"100,0"
201910642,"19,1",15.0,"8,7",2.0,"25,0"
201910669,"9,2",196.0,"39,3",50.0,"92,6"
201910696,"1,2",18.0,"24,3",9.0,"90,0"
201910703,"2,5",35.0,"33,0",21.0,"87,5"
201910748,"6,7",144.0,"35,6",56.0,"93,3"
201910863,"15,8",18.0,"18,9",2.0,"50,0"
201910872,"2,1",15.0,"30,6",9.0,"69,2"
201910915,"5,2",183.0,"48,7",67.0,"93,1"
201911085,"0,5",3.0,"8,3",3.0,"33,3"
201911094,"34,8",182.0,"27,5",6.0,"35,3"
201911119,"9,5",33.0,"15,1",10.0,"43,5"
201990225,"42,4",110.0,"25,9",5.0,"55,6"
201990234,"21,1",78.0,"37,0",6.0,"66,7"
201990385,"0,9",12.0,"30,0",5.0,"62,5"
201990394,"0,9",16.0,"38,1",10.0,"83,3"
201990475,"17,7",24.0,"15,1",1.0,"12,5"
201990477,"19,9",37.0,"15,5",1.0,"9,1"
201990479,"23,4",13.0,"7,9",0.0,"0,0"
201990480,"3,4",36.0,"33,3",27.0,"84,4"
201990481,"23,6",67.0,"20,3",3.0,"25,0"
201990483,"27,6",23.0,"8,3",0.0,"0,0"
201990485,"14,5",36.0,"19,1",1.0,"9,1"
201990487,"21,3",8.0,"5,4",1.0,"16,7"
201990496,"17,6",12.0,"6,8",0.0,"0,0"
